date,ticker,RealizedVol_3d,Target,comment_volume,average_sentiment
2022-01-11,AAPL,0.0099663819636939,0.0093814354823046,31.0,0.3818387096774193
2022-01-12,AAPL,0.0093814354823046,0.0089987423835814,40.0,0.3304025
2022-01-13,AAPL,0.0089987423835814,0.0180323826673159,64.0,0.408296875
2022-01-14,AAPL,0.0180323826673159,0.0132640234717937,88.0,0.3849034090909091
2022-01-18,AAPL,0.0132640234717937,0.0138979509244803,27.0,0.4689962962962963
2022-01-19,AAPL,0.0138979509244803,0.0145134077798575,36.0,0.5272888888888888
2022-01-20,AAPL,0.0145134077798575,0.0056511289521742,30.0,0.3813533333333333
2022-01-21,AAPL,0.0056511289521742,0.0055989452145851,43.0,0.3311325581395348
2022-01-24,AAPL,0.0055989452145851,0.0040482754464485,25.0,0.259828
2022-01-25,AAPL,0.0040482754464485,0.0042198511101874,20.0,0.5444150000000001
2022-01-26,AAPL,0.0042198511101874,0.0054483464484461,36.0,0.2884416666666667
2022-01-27,AAPL,0.0054483464484461,0.00568644857433,52.0,0.3624980769230769
2022-01-28,AAPL,0.00568644857433,0.0413156101355505,52.0,0.209426923076923
2022-01-31,AAPL,0.0413156101355505,0.0366033927886717,72.0,0.3669583333333333
2022-02-01,AAPL,0.0366033927886717,0.035696470476392,21.0,0.3462095238095238
2022-02-02,AAPL,0.035696470476392,0.0139204815899809,18.0,0.24275
2022-02-03,AAPL,0.0139204815899809,0.0120897261203314,25.0,0.45246
2022-02-04,AAPL,0.0120897261203314,0.0120210991988809,73.0,0.3283534246575342
2022-02-07,AAPL,0.0120210991988809,0.0080479856423381,177.0,0.3145525423728814
2022-02-08,AAPL,0.0080479856423381,0.0124348581454896,75.0,0.3005359999999999
2022-02-09,AAPL,0.0124348581454896,0.0113710483934684,45.0,0.54232
2022-02-10,AAPL,0.0113710483934684,0.0219476325725926,38.0,0.3451605263157895
2022-02-11,AAPL,0.0219476325725926,0.0175190812578057,32.0,0.332128125
2022-02-14,AAPL,0.0175190812578057,0.0135762912278527,28.0,0.2895857142857143
2022-02-15,AAPL,0.0135762912278527,0.0216853011234709,69.0,0.3539217391304348
2022-02-16,AAPL,0.0216853011234709,0.013430866906828,26.0,0.5130576923076923
2022-02-17,AAPL,0.013430866906828,0.0222515313725369,24.0,0.4224416666666666
2022-02-18,AAPL,0.0222515313725369,0.0100053545210481,35.0,0.2676942857142856
2022-02-22,AAPL,0.0100053545210481,0.006129087264844,26.0,0.3736038461538461
2022-02-23,AAPL,0.006129087264844,0.0082550766371819,44.0,0.2836386363636363
2022-02-24,AAPL,0.0082550766371819,0.0226001259296334,30.0,0.40252
2022-02-25,AAPL,0.0226001259296334,0.0235640275743898,16.0,0.48468125
2022-02-28,AAPL,0.0235640275743898,0.0078356467454134,13.0,0.2298538461538461
2022-03-01,AAPL,0.0078356467454134,0.0123093710992967,11.0,0.4342272727272727
2022-03-02,AAPL,0.0123093710992967,0.0161913667465333,25.0,0.4369599999999999
2022-03-03,AAPL,0.0161913667465333,0.0165343339238493,15.0,0.25732
2022-03-04,AAPL,0.0165343339238493,0.019578630476602,15.0,0.3671
2022-03-07,AAPL,0.019578630476602,0.0113321850430964,14.0,0.5774714285714285
2022-03-08,AAPL,0.0113321850430964,0.0060348913205387,11.0,0.4454181818181819
2022-03-09,AAPL,0.0060348913205387,0.0310131138354137,78.0,0.3527102564102564
2022-03-10,AAPL,0.0310131138354137,0.0323671061100577,96.0,0.356928125
2022-03-11,AAPL,0.0323671061100577,0.0349939825068487,29.0,0.4599172413793103
2022-03-14,AAPL,0.0349939825068487,0.0017404007892475,27.0,0.5878666666666666
2022-03-15,AAPL,0.0017404007892475,0.0317316573585318,39.0,0.3469051282051282
2022-03-16,AAPL,0.0317316573585318,0.0322806515845131,21.0,0.3729142857142857
2022-03-17,AAPL,0.0322806515845131,0.0132210378423107,2.0,0.33465
2022-03-18,AAPL,0.0132210378423107,0.0114295595506746,24.0,0.4252166666666666
2022-03-21,AAPL,0.0114295595506746,0.0078195533703037,44.0,0.4185318181818181
2022-03-22,AAPL,0.0078195533703037,0.0071144584100019,41.0,0.3153317073170731
2022-03-23,AAPL,0.0071144584100019,0.007169354576649,21.0,0.435295238095238
2022-03-24,AAPL,0.007169354576649,0.007853601157638,59.0,0.4325372881355932
2022-03-25,AAPL,0.007853601157638,0.009897225723062,44.0,0.4975954545454545
2022-03-28,AAPL,0.009897225723062,0.0105810929924039,33.0,0.4154939393939393
2022-03-29,AAPL,0.0105810929924039,0.0085402093359111,21.0,0.3233238095238095
2022-03-30,AAPL,0.0085402093359111,0.0129107807226852,20.0,0.25352
2022-03-31,AAPL,0.0129107807226852,0.0189338998538025,16.0,0.1336999999999999
2022-04-01,AAPL,0.0189338998538025,0.0082254289644764,44.0,0.4271340909090909
2022-04-04,AAPL,0.0082254289644764,0.0209096816909526,19.0,0.2882473684210526
2022-04-05,AAPL,0.0209096816909526,0.021448467376278,26.0,0.1627807692307692
2022-04-06,AAPL,0.021448467376278,0.0244750610190202,39.0,0.4413410256410256
2022-04-07,AAPL,0.0244750610190202,0.0118385106141417,20.0,0.48999
2022-04-08,AAPL,0.0118385106141417,0.0103367900058319,13.0,0.4913461538461539
2022-04-11,AAPL,0.0103367900058319,0.0136600300646048,18.0,0.5406111111111112
2022-04-12,AAPL,0.0136600300646048,0.018735687373101,41.0,0.2754341463414634
2022-04-13,AAPL,0.018735687373101,0.0229028773153142,38.0,0.442228947368421
2022-04-14,AAPL,0.0229028773153142,0.0254720614243201,10.0,0.5634399999999999
2022-04-18,AAPL,0.0254720614243201,0.023381234771717,16.0,0.25496875
2022-04-19,AAPL,0.023381234771717,0.022378886773286,30.0,0.5047166666666667
2022-04-20,AAPL,0.022378886773286,0.0088279044235041,33.0,0.4527878787878788
2022-04-21,AAPL,0.0088279044235041,0.0100249673422661,28.0,0.1495535714285714
2022-04-22,AAPL,0.0100249673422661,0.0144981660726712,46.0,0.3887065217391304
2022-04-25,AAPL,0.0144981660726712,0.0175896411631415,28.0,0.3525678571428571
2022-04-26,AAPL,0.0175896411631415,0.0231891594844572,17.0,0.6893235294117648
2022-04-27,AAPL,0.0231891594844572,0.0234346647213872,34.0,0.3423058823529412
2022-04-28,AAPL,0.0234346647213872,0.0413586340457915,54.0,0.3437962962962963
2022-04-29,AAPL,0.0413586340457915,0.0410143474612059,21.0,0.2692619047619047
2022-05-02,AAPL,0.0410143474612059,0.0409018709203258,15.0,0.46104
2022-05-03,AAPL,0.0409018709203258,0.0247767887107339,40.0,0.5611425
2022-05-04,AAPL,0.0247767887107339,0.0206878807659419,31.0,0.3348161290322581
2022-05-05,AAPL,0.0206878807659419,0.0493454356477405,18.0,0.5915222222222222
2022-05-06,AAPL,0.0493454356477405,0.0488626312729765,25.0,0.522976
2022-05-09,AAPL,0.0488626312729765,0.0305465028263016,8.0,0.2826375
2022-05-10,AAPL,0.0305465028263016,0.0258129756085128,12.0,0.3406583333333333
2022-05-11,AAPL,0.0258129756085128,0.0351097742479365,37.0,0.4491027027027027
2022-05-12,AAPL,0.0351097742479365,0.0343743350975261,22.0,0.446590909090909
2022-05-13,AAPL,0.0343743350975261,0.0430047207738468,22.0,0.3544590909090909
2022-05-16,AAPL,0.0430047207738468,0.0303745107788668,37.0,0.2454378378378378
2022-05-17,AAPL,0.0303745107788668,0.0229451392327743,7.0,0.3094
2022-05-18,AAPL,0.0229451392327743,0.0410155842597547,44.0,0.291375
2022-05-19,AAPL,0.0410155842597547,0.0412599459353905,24.0,0.4312916666666667
2022-05-20,AAPL,0.0412599459353905,0.0291247045782914,25.0,0.1796559999999999
2022-05-23,AAPL,0.0291247045782914,0.0325644749531328,20.0,0.672855
2022-05-24,AAPL,0.0325644749531328,0.0300901782484304,20.0,0.427735
2022-05-25,AAPL,0.0300901782484304,0.0301507104539309,16.0,0.21505625
2022-05-26,AAPL,0.0301507104539309,0.0212136052749072,20.0,0.4761849999999999
2022-05-27,AAPL,0.0212136052749072,0.0198508364353931,12.0,0.53035
2022-05-31,AAPL,0.0198508364353931,0.023268514395537,25.0,0.3801319999999999
2022-06-01,AAPL,0.023268514395537,0.0254247484370042,23.0,0.2118043478260869
2022-06-02,AAPL,0.0254247484370042,0.0117168680977615,43.0,0.4001279069767442
2022-06-03,AAPL,0.0117168680977615,0.0282790506983629,24.0,0.4850958333333333
2022-06-06,AAPL,0.0282790506983629,0.0292024278702379,14.0,0.191
2022-06-07,AAPL,0.0292024278702379,0.0295002453304187,85.0,0.3569929411764705
2022-06-08,AAPL,0.0295002453304187,0.011330615402465,89.0,0.2790483146067415
2022-06-09,AAPL,0.011330615402465,0.0268773049445818,25.0,0.386716
2022-06-10,AAPL,0.0268773049445818,0.0186667611011955,26.0,0.1109038461538461
2022-06-13,AAPL,0.0186667611011955,0.0014542312184656,18.0,0.3561944444444445
2022-06-14,AAPL,0.0014542312184656,0.0260560708942017,25.0,0.362396
2022-06-15,AAPL,0.0260560708942017,0.0305829691926282,22.0,0.3652318181818181
2022-06-16,AAPL,0.0305829691926282,0.0313531867675744,19.0,0.2398
2022-06-17,AAPL,0.0313531867675744,0.0323137052967957,24.0,0.3122333333333333
2022-06-21,AAPL,0.0323137052967957,0.0372246840267962,15.0,0.2576466666666667
2022-06-22,AAPL,0.0372246840267962,0.0183723647914079,47.0,0.4921808510638298
